300	0.000261233
310	0.000237485
320	0.00030873
330	0
340	0.000742139
350	0.00022561
360	0.000421535
370	0.000255296
380	7.72E-05
390	0.000195925
400	0.000415598
410	0.000118742
420	0.000486843
430	0.000676831
440	0.000118742
450	0.000255296
460	0.000118742
470	0.000136554
480	0.000516529
490	0.000124679
500	6.53E-05
510	0.000480906
520	0.000670894
530	4.16E-05
540	4.75E-05
550	0.000421535
560	0.000261233
570	9.50E-05
580	3.56E-05
590	0.000451221
600	7.72E-05
610	0.000207799
620	9.50E-05
630	0.000397787
640	7.72E-05
650	0.000243422
660	4.75E-05
670	0.000195925
680	0.00030873
690	5.94E-06
700	0.000558089
710	0.000219673
720	0.000374038
730	0.00026717
740	6.53E-05
750	0.000189988
760	5.94E-06
770	0.000207799
780	4.16E-05
790	0.000403724
800	0.000237485
810	7.12E-05
815	5.34E-05
820	0.000145459
825	0.000385912
830	3.86E-05
835	3.56E-05
840	0.000184051
845	1.78E-05
850	0.00377007
855	0.101495
860	0.897157
865	1
870	0.959182
875	0.800222
880	0.108118
885	0.00321792
890	0.000394818
895	0.000302793
900	0.000154365
905	5.94E-06
910	0.000222642
915	6.53E-05
920	6.53E-05
930	0.000148428
940	1.78E-05
950	0.000860882
960	0.000195925
970	0.000201862
980	0.000326541
990	0.000368101
1000	0.000154365
1010	0.000374038
1020	0.000516529
1030	0.000771825
1040	0.000611523
1050	0.000374038
1060	7.72E-05
1070	0.000433409
1080	0.000338415
1090	0.000213736
1100	0.000237485
