300	0.000258778
310	0.000241134
320	6.32E-05
330	0.000399929
340	0.000417573
350	0.000301417
360	8.53E-05
370	0.00018085
380	0.000351409
390	0.00044551
400	0.000430806
410	0.00022202
420	0.000379345
430	0.000369053
440	0.000214668
450	0.000129389
460	0.000442569
470	0.000183791
480	0.000432277
490	0.000532259
500	0.000324943
510	0.000377875
520	0.000251426
530	0.000274951
540	0.000319061
550	0.000238193
560	0.000176439
570	6.76E-05
580	0.000252897
590	0.0002676
600	0.000185261
610	0.000261719
620	0.000305828
630	0.000257308
640	0.000408751
650	0.000174969
660	0.000351409
670	0.000476387
680	0.000207316
690	0.000273481
700	6.47E-05
710	4.41E-05
720	0.000258778
730	0.000416103
740	0.000236723
750	0.000214668
760	0.000307299
770	0.000219079
780	0.000288184
790	0.000273481
800	0.000188202
810	0.000335235
820	0.00049109
830	0.000255837
840	0.0002676
850	0.000107334
855	0.000319061
860	0.00026907
865	0.000361701
870	0.000292595
875	0.000330824
880	8.82E-05
885	0.000308769
890	0.00484473
895	0.132777
900	0.979239
905	0.998031
910	1
915	0.860579
920	0.446726
925	0.0205346
930	0.00116082
935	0.000277892
940	0.000241134
945	0.000276422
950	0.000318326
955	0.000274951
960	0.000282303
970	0.000544022
980	0.00022202
990	0.000248486
1000	0.000399929
1010	0.000441099
1020	0.000461683
1030	0.000463154
1040	1.62E-05
1050	0.000205846
1060	0.000419044
1070	0.000319061
1080	0.000391107
1090	0.000320532
1100	0.000417573
