300	0.00617479
310	0.00712476
320	0.00538315
330	0.00459151
340	0.00649145
350	0.019316
360	0.0132996
370	0.00918303
380	0.000158328
390	0.0079164
395	0.00316656
400	0.00720393
405	0.0104497
410	0.00348322
415	0.00949968
420	0.00775807
425	0.00459151
430	0.310481
435	0.567606
440	0.755383
445	0.947435
450	1
455	0.0677644
460	0.0141704
465	0.00649145
470	0.0160703
475	0.00348322
480	0.00522483
485	0.0011083
490	0.00269158
500	0.0123496
510	0.00174161
520	0.0140912
530	0.000158328
540	0.00158328
550	0.00221659
560	0.00269158
570	0.0039582
580	0.0128246
590	0.0115579
600	0.00459151
610	0.00379987
620	0.0182077
630	0.00079164
640	0.00269158
650	0.00569981
660	0.00839139
670	0.00934136
680	0.00601647
690	0.0102913
700	0.00332489
710	0.000633312
720	0
730	0.0155161
740	0.00965801
750	0.00664978
760	0.00981634
770	0.00649145
780	0.0102913
790	0.00253325
800	0.00744142
810	0.0011083
820	0.0109246
830	0
840	0.000316656
850	0.00158328
860	0.00617479
870	0.00601647
880	0.00554148
890	0.00870804
900	0.00126662
910	0.00585814
920	0.00712476
930	0.00316656
940	0.00617479
950	0.0090247
960	0.00269158
970	0.00364155
980	0.00569981
990	0.00870804
1000	0.0107663
1010	0.00316656
1020	0.00664978
1030	0.00269158
1040	0.000316656
1050	0.0145662
1060	0.0115579
1070	0.00158328
1080	0.00759975
1090	0.00253325
1100	0.00934136
