300	0.000167456
310	0.000251704
320	0.000282907
330	9.26E-05
340	0.00020802
350	0.000283947
360	0.00021738
370	3.85E-05
380	0.000261065
390	7.49E-05
400	5.10E-05
410	0.00010609
420	0.000261065
430	6.03E-05
440	0.000227781
450	0.000256904
460	0.000197619
470	0.000332831
480	0.000100889
490	7.80E-05
500	0.000126892
510	0.000174736
520	0.000263145
530	0.000161215
540	0.00010193
550	0.000176817
560	0.000197619
570	0.000122732
580	0.000163295
590	9.15E-05
600	0.00010817
610	0.000276666
620	6.76E-05
630	7.59E-05
640	0.000148734
650	0.000235062
660	0.000173696
670	0.000203859
680	0.000223621
690	0.000279786
700	0.000364034
710	0.000182017
720	0.000130012
730	0.000278746
740	0.000305789
750	0.000183577
755	0.000186178
760	0.000230902
765	0.000153934
770	0.000189298
775	0.000161215
780	4.00E-05
785	0.00119403
790	0.0221634
795	0.570122
800	0.981131
805	0.996166
810	1
815	0.316102
820	0.0115893
825	0.000771753
830	3.59E-05
835	0.000176817
840	0.000202819
845	0.000180977
850	0.000241823
860	4.78E-05
870	0.000223621
880	0.000151854
890	0.000243383
900	0.000228822
910	0.000296428
920	0.000187218
930	0.000240263
940	0.000180977
950	0.000275626
960	0.00032347
970	0.000270425
980	0.000175777
990	7.38E-05
1000	0.00021738
1010	0.000246503
1020	0.000282907
1030	0.000225701
1040	0.000168496
